DELEGACION DE TRANSITO,FECHA DEL ACCIDENTE,DIA DE LA SEMANA,LOCALIDAD ACCIDENTE,MUNICIPIO ACCIDENTE,ZONA,CALLE/AVENIDA DEL ACCIDENTE,COLONIA,CONDICIONES DE LA VIA,CONDICIONES NATURALES,SUPERFICIE DE LA VIA,ESTADO DE LA VIA,TANGENTE,TIPO DE CONTROL DE TRANSITO,RESTRICCIONES DE LA VIA,TIPO DE ACCIDENTE,FORMA DE ACCIDENTARSE,CONTRA QUE FUE EL IMPACTO,CANTIDAD DE VEHICULOS,TIPO DE VEHICULO,MARCA,ENTIDAD FEDERATIVA DEL VEHICULO,COLOR DEL VEHICULO,TIPO DE SERVICIO PARA EL QUE SE OCUPAN LOS VEHICULOS,EDAD CONDUCTOR,SEXO CONDUCTOR,TIPO LICENCIA,LICENCIA VIGENTE,CAUSA ATRIBUIBLE AL CONDUCTOR
1,64,2,7,3,2,633,307,0,3,0,2,0,4,10,2,9,5,2.0,4,4,25,110,3,46.0,1,2,2,5
1,64,2,7,3,2,633,307,0,3,0,2,0,4,10,2,9,5,2.0,4,0,26,86,3,36.0,1,2,2,5
1,74,2,7,3,2,321,273,0,3,1,2,0,4,9,1,0,3,2.0,4,0,26,86,3,36.0,1,2,2,5
1,74,2,7,3,2,321,273,0,3,1,2,0,4,9,1,0,3,2.0,0,3,26,46,7,56.0,1,0,2,9
1,74,2,7,3,2,321,273,0,3,1,2,0,4,9,1,0,3,2.0,0,2,26,110,5,56.0,1,0,1,9
1,87,3,7,3,2,407,101,0,3,1,2,0,3,9,1,5,3,2.0,0,3,26,46,7,36.0,1,0,2,10
1,87,3,7,3,2,407,101,0,3,1,2,0,3,9,1,5,3,2.0,4,4,26,164,7,37.0,1,0,2,10
1,87,3,7,3,2,407,101,0,3,1,2,0,3,9,1,5,3,2.0,4,4,26,164,7,37.0,1,0,2,10
1,98,5,7,3,2,407,73,0,3,0,1,2,4,9,1,5,1,1.0,1,5,6,123,5,37.0,1,0,2,16
1,98,5,7,3,2,407,73,0,3,0,1,2,4,9,1,5,1,1.0,1,5,6,123,5,37.0,1,0,2,16
1,98,5,7,3,2,407,73,0,3,0,1,2,4,9,1,5,1,1.0,1,5,6,123,5,37.0,1,0,2,16
1,110,7,7,3,2,407,17,0,3,1,2,2,3,9,1,8,3,2.0,1,5,6,123,5,37.0,1,0,2,16
1,110,7,7,3,2,407,17,0,3,1,2,2,3,9,1,8,3,2.0,0,3,26,46,7,34.0,1,0,2,9
1,110,7,7,3,2,407,17,0,3,1,2,2,3,9,1,8,3,2.0,1,1,26,85,5,41.0,1,0,2,9
1,123,4,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,1,1,26,85,5,41.0,1,0,2,9
1,123,4,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,1,3,26,31,5,32.0,1,2,2,4
1,123,4,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,0,4,26,85,5,34.0,1,2,2,4
1,135,2,7,3,2,36,101,0,3,0,2,0,4,9,1,5,3,2.0,0,4,26,85,5,34.0,1,2,2,4
1,135,2,7,3,2,36,101,0,3,0,2,0,4,9,1,5,3,2.0,0,0,26,136,5,25.0,1,2,2,16
1,135,2,7,3,2,36,101,0,3,0,2,0,4,9,1,5,3,2.0,0,3,21,31,5,45.0,1,2,1,16
1,3,6,7,3,2,62,61,0,3,1,2,0,4,10,2,5,5,2.0,4,4,26,44,6,63.0,1,0,2,5
1,3,6,7,3,2,62,61,0,3,1,2,0,4,10,2,5,5,2.0,4,4,26,44,6,63.0,1,0,2,5
1,3,6,7,3,2,62,61,0,3,1,2,0,4,10,2,5,5,2.0,3,4,26,15,3,33.0,1,0,1,5
1,15,4,7,3,2,93,101,0,3,0,2,0,4,10,2,5,5,2.0,4,3,26,44,6,28.0,1,0,2,5
1,15,4,7,3,2,93,101,0,3,0,2,0,4,10,2,5,5,2.0,4,4,26,31,3,54.0,1,0,2,5
1,27,4,7,3,2,96,259,0,3,1,2,0,4,10,2,8,5,2.0,4,6,26,129,3,21.0,1,0,2,9
1,27,4,7,3,2,96,259,0,3,1,2,0,4,10,2,8,5,2.0,4,3,26,136,3,23.0,2,2,2,9
1,39,7,7,3,2,210,44,0,3,1,2,2,4,10,2,8,1,1.0,4,3,26,136,3,23.0,2,2,2,9
1,39,7,7,3,2,210,44,0,3,1,2,2,4,10,2,8,1,1.0,1,4,16,164,3,33.0,1,0,2,16
1,39,7,7,3,2,210,44,0,3,1,2,2,4,10,2,8,1,1.0,1,4,16,164,3,33.0,1,0,2,16
1,51,1,7,3,2,75,143,0,3,0,2,0,4,10,2,9,5,2.0,1,4,16,164,3,33.0,1,0,2,16
1,51,1,7,3,2,75,143,0,3,0,2,0,4,10,2,9,5,2.0,4,3,26,44,6,59.0,1,0,2,10
1,51,1,7,3,2,75,143,0,3,0,2,0,4,10,2,9,5,2.0,4,0,6,85,3,29.0,1,1,2,10
1,64,2,7,3,2,327,273,0,3,1,2,2,4,10,2,6,5,2.0,4,0,6,85,3,29.0,1,1,2,10
1,64,2,7,3,2,327,273,0,3,1,2,2,4,10,2,6,5,2.0,1,5,23,31,3,24.0,1,1,2,5
1,64,2,7,3,2,327,273,0,3,1,2,2,4,10,2,6,5,2.0,1,6,26,136,3,39.0,1,1,2,5
1,74,2,7,3,2,342,193,0,3,1,2,0,4,9,1,0,3,2.0,1,6,26,136,3,39.0,1,1,2,5
1,74,2,7,3,2,342,193,0,3,1,2,0,4,9,1,0,3,2.0,0,6,18,15,5,30.0,1,0,2,9
1,74,2,7,3,2,342,193,0,3,1,2,0,4,9,1,0,3,2.0,0,6,26,31,5,40.0,1,2,2,9
1,87,3,7,3,2,407,193,0,3,0,2,0,4,9,1,5,3,2.0,4,4,26,31,7,29.0,1,0,2,16
1,87,3,7,3,2,407,193,0,3,0,2,0,4,9,1,5,3,2.0,1,1,26,136,5,56.0,1,1,2,16
1,87,3,7,3,2,407,193,0,3,0,2,0,4,9,1,5,3,2.0,1,1,26,136,5,56.0,1,1,2,16
1,99,2,7,3,2,553,341,0,1,0,1,2,3,9,1,5,3,2.0,0,3,26,31,5,49.0,1,2,1,4
1,99,2,7,3,2,553,341,0,1,0,1,2,3,9,1,5,3,2.0,0,3,26,46,7,35.0,1,0,2,4
1,99,2,7,3,2,553,341,0,1,0,1,2,3,9,1,5,3,2.0,0,3,26,46,7,35.0,1,0,2,4
1,110,7,7,3,2,581,268,0,1,1,2,0,4,0,1,6,3,2.0,0,3,26,46,7,35.0,1,0,2,4
1,110,7,7,3,2,581,268,0,1,1,2,0,4,0,1,6,3,2.0,4,4,26,37,7,34.0,1,0,2,16
1,110,7,7,3,2,581,268,0,1,1,2,0,4,0,1,6,3,2.0,3,4,26,15,5,30.0,1,1,2,16
1,123,4,7,3,2,133,61,3,1,0,2,0,10,9,1,0,4,2.0,3,4,26,15,5,30.0,1,1,2,16
1,123,4,7,3,2,133,61,3,1,0,2,0,10,9,1,0,4,2.0,0,3,26,110,5,30.0,1,1,1,16
1,123,4,7,3,2,133,61,3,1,0,2,0,10,9,1,0,4,2.0,0,6,26,136,5,34.0,1,1,1,16
1,135,2,7,3,2,228,61,0,3,0,2,2,4,9,1,0,1,1.0,0,6,26,136,5,34.0,1,1,1,16
1,135,2,7,3,2,228,61,0,3,0,2,2,4,9,1,0,1,1.0,0,2,26,136,5,52.0,1,1,2,16
1,135,2,7,3,2,228,61,0,3,0,2,2,4,9,1,0,1,1.0,0,2,26,136,5,52.0,1,1,2,16
1,3,6,7,3,2,358,276,0,3,1,2,1,4,10,2,5,5,2.0,4,3,26,44,6,22.0,1,0,2,15
1,3,6,7,3,2,358,276,0,3,1,2,1,4,10,2,5,5,2.0,4,3,26,44,6,22.0,1,0,2,15
1,3,6,7,3,2,358,276,0,3,1,2,1,4,10,2,5,5,2.0,4,3,26,44,6,40.0,1,0,2,15
1,15,4,7,3,2,36,259,0,3,1,2,0,4,10,2,9,5,2.0,1,4,26,31,3,18.0,2,0,2,10
1,15,4,7,3,2,36,259,0,3,1,2,0,4,10,2,9,5,2.0,4,3,26,44,6,38.0,1,0,2,10
1,27,4,7,3,2,81,99,0,3,0,2,0,4,10,2,8,5,2.0,1,1,26,31,3,26.0,1,0,2,9
1,27,4,7,3,2,81,99,0,3,0,2,0,4,10,2,8,5,2.0,4,2,26,85,3,38.0,2,2,2,9
1,39,7,7,3,2,378,169,0,3,1,2,2,4,10,2,9,5,2.0,4,2,26,85,3,38.0,2,2,2,9
1,39,7,7,3,2,378,169,0,3,1,2,2,4,10,2,9,5,2.0,4,6,26,15,3,38.0,1,0,2,16
1,39,7,7,3,2,378,169,0,3,1,2,2,4,10,2,9,5,2.0,4,3,26,140,6,45.0,1,0,2,16
1,51,1,7,3,2,73,61,0,3,1,2,2,4,10,2,5,5,2.0,4,3,26,140,6,45.0,1,0,2,16
1,51,1,7,3,2,73,61,0,3,1,2,2,4,10,2,5,5,2.0,4,3,26,44,6,21.0,1,0,2,16
1,51,1,7,3,2,73,61,0,3,1,2,2,4,10,2,5,5,2.0,4,0,26,15,3,54.0,1,2,2,16
1,64,2,7,3,2,640,61,0,3,1,2,0,4,10,2,9,5,2.0,4,0,26,15,3,54.0,1,2,2,16
1,64,2,7,3,2,640,61,0,3,1,2,0,4,10,2,9,5,2.0,4,3,26,31,3,30.0,2,2,2,10
1,64,2,7,3,2,640,61,0,3,1,2,0,4,10,2,9,5,2.0,4,4,16,136,3,53.0,1,2,2,10
1,75,7,7,3,2,360,61,0,3,1,1,2,4,9,1,8,3,2.0,0,6,26,85,5,29.0,1,1,2,9
1,75,7,7,3,2,360,61,0,3,1,1,2,4,9,1,8,3,2.0,1,4,26,37,2,25.0,1,1,2,9
1,75,7,7,3,2,360,61,0,3,1,1,2,4,9,1,8,3,2.0,1,4,26,37,2,25.0,1,1,2,9
1,87,3,7,3,2,530,336,0,3,1,2,1,4,0,1,8,4,2.0,2,4,26,31,5,28.0,1,1,2,14
1,87,3,7,3,2,530,336,0,3,1,2,1,4,0,1,8,4,2.0,1,1,26,85,5,28.0,1,1,2,14
1,87,3,7,3,2,530,336,0,3,1,2,1,4,0,1,8,4,2.0,1,1,26,85,5,28.0,1,1,2,14
1,99,2,7,3,2,235,215,3,1,1,1,1,4,9,1,0,3,2.0,0,3,26,46,7,38.0,1,0,2,10
1,99,2,7,3,2,235,215,3,1,1,1,1,4,9,1,0,3,2.0,3,4,26,114,5,34.0,1,0,2,10
1,99,2,7,3,2,235,215,3,1,1,1,1,4,9,1,0,3,2.0,3,4,26,114,5,34.0,1,0,2,10
1,110,7,7,3,2,235,215,0,1,0,1,0,4,3,1,5,3,2.0,3,4,26,114,5,34.0,1,0,2,10
1,110,7,7,3,2,235,215,0,1,0,1,0,4,3,1,5,3,2.0,1,1,26,136,7,40.0,1,0,2,16
1,110,7,7,3,2,235,215,0,1,0,1,0,4,3,1,5,3,2.0,3,4,26,15,5,23.0,1,0,2,16
1,124,5,7,3,2,54,292,0,3,0,2,0,4,9,1,0,3,2.0,3,4,26,15,5,23.0,1,0,2,16
1,124,5,7,3,2,54,292,0,3,0,2,0,4,9,1,0,3,2.0,0,1,26,136,5,30.0,1,0,2,11
1,124,5,7,3,2,54,292,0,3,0,2,0,4,9,1,0,3,2.0,0,6,26,123,5,35.0,1,2,2,11
1,135,2,7,3,2,426,324,0,3,0,2,0,4,9,0,0,3,1.0,0,6,26,123,5,35.0,1,2,2,11
1,135,2,7,3,2,426,324,0,3,0,2,0,4,9,0,0,3,1.0,0,1,19,125,5,63.0,1,2,2,16
1,135,2,7,3,2,426,324,0,3,0,2,0,4,9,0,0,3,1.0,0,1,19,125,5,63.0,1,2,2,16
1,3,6,7,3,2,121,54,0,3,1,2,0,4,10,2,9,5,2.0,4,3,26,136,3,36.0,1,1,1,10
1,3,6,7,3,2,121,54,0,3,1,2,0,4,10,2,9,5,2.0,4,3,26,136,3,36.0,1,1,1,10
1,3,6,7,3,2,121,54,0,3,1,2,0,4,10,2,9,5,2.0,4,6,26,110,3,22.0,2,1,1,10
1,15,4,7,3,2,143,24,3,3,1,2,0,4,10,2,5,5,2.0,4,0,26,15,3,64.0,2,1,2,5
1,15,4,7,3,2,143,24,3,3,1,2,0,4,10,2,5,5,2.0,4,4,26,37,6,25.0,1,0,2,5
1,27,4,7,3,2,81,99,0,1,0,1,0,4,10,8,5,5,1.0,4,4,26,45,3,23.0,1,0,2,16
1,27,4,7,3,2,81,99,0,1,0,1,0,4,10,8,5,5,1.0,4,4,26,45,3,23.0,1,0,2,16
1,39,7,7,3,2,114,334,0,3,1,1,2,4,10,2,9,5,2.0,4,4,26,45,3,23.0,1,0,2,16
1,39,7,7,3,2,114,334,0,3,1,1,2,4,10,2,9,5,2.0,4,3,26,44,6,27.0,1,0,2,16
1,39,7,7,3,2,114,334,0,3,1,1,2,4,10,2,9,5,2.0,4,6,26,110,3,18.0,1,0,1,16
1,51,1,7,3,2,113,334,0,3,0,2,2,4,10,2,9,5,2.0,4,6,26,110,3,18.0,1,0,1,16
1,51,1,7,3,2,113,334,0,3,0,2,2,4,10,2,9,5,2.0,4,3,26,44,6,36.0,1,0,2,16
1,51,1,7,3,2,113,334,0,3,0,2,2,4,10,2,9,5,2.0,4,3,26,90,3,39.0,2,0,1,16
1,64,2,7,3,2,376,273,0,3,1,2,0,4,10,2,9,5,2.0,4,3,26,90,3,39.0,2,0,1,16
1,64,2,7,3,2,376,273,0,3,1,2,0,4,10,2,9,5,2.0,1,3,26,31,3,24.0,1,0,2,10
1,64,2,7,3,2,376,273,0,3,1,2,0,4,10,2,9,5,2.0,4,2,26,136,3,34.0,1,3,2,10
1,75,7,7,3,2,636,317,0,3,1,2,0,4,9,1,8,3,2.0,4,4,26,37,7,23.0,1,0,2,9
1,75,7,7,3,2,636,317,0,3,1,2,0,4,9,1,8,3,2.0,1,1,26,31,5,32.0,1,0,2,9
1,75,7,7,3,2,636,317,0,3,1,2,0,4,9,1,8,3,2.0,1,1,26,31,5,32.0,1,0,2,9
1,87,3,7,3,2,407,27,0,3,0,2,0,4,9,1,0,3,2.0,1,1,26,85,5,34.0,1,1,2,13
1,87,3,7,3,2,407,27,0,3,0,2,0,4,9,1,0,3,2.0,0,6,26,110,5,42.0,1,0,2,13
1,87,3,7,3,2,407,27,0,3,0,2,0,4,9,1,0,3,2.0,0,6,26,110,5,42.0,1,0,2,13
1,99,2,7,3,2,4,61,0,3,1,2,0,4,9,1,5,3,2.0,0,6,26,123,5,69.0,1,2,1,4
1,99,2,7,3,2,4,61,0,3,1,2,0,4,9,1,5,3,2.0,0,3,26,46,7,34.0,1,0,2,4
1,99,2,7,3,2,4,61,0,3,1,2,0,4,9,1,5,3,2.0,0,3,26,46,7,34.0,1,0,2,4
1,110,7,7,3,2,544,61,0,3,0,2,2,4,9,1,5,3,2.0,0,3,26,46,7,34.0,1,0,2,4
1,110,7,7,3,2,544,61,0,3,0,2,2,4,9,1,5,3,2.0,0,6,26,131,5,29.0,1,0,2,16
1,110,7,7,3,2,544,61,0,3,0,2,2,4,9,1,5,3,2.0,0,6,26,123,5,37.0,1,0,2,16
1,124,5,7,3,2,407,61,0,3,0,2,2,4,9,7,5,3,1.0,0,6,26,123,5,37.0,1,0,2,16
1,124,5,7,3,2,407,61,0,3,0,2,2,4,9,7,5,3,1.0,0,3,26,46,7,71.0,1,0,2,16
1,124,5,7,3,2,407,61,0,3,0,2,2,4,9,7,5,3,1.0,0,3,26,46,7,71.0,1,0,2,16
1,136,7,7,3,2,432,13,0,3,1,2,0,4,9,1,5,3,2.0,0,4,26,110,5,31.0,1,2,2,4
1,136,7,7,3,2,432,13,0,3,1,2,0,4,9,1,5,3,2.0,4,4,26,31,7,30.0,1,0,2,4
1,136,7,7,3,2,432,13,0,3,1,2,0,4,9,1,5,3,2.0,4,4,26,31,7,30.0,1,0,2,4
1,3,6,7,3,2,124,110,0,3,0,2,0,4,10,2,9,5,2.0,1,1,6,136,3,25.0,1,1,2,5
1,3,6,7,3,2,124,110,0,3,0,2,0,4,10,2,9,5,2.0,1,1,6,136,3,25.0,1,1,2,5
1,3,6,7,3,2,124,110,0,3,0,2,0,4,10,2,9,5,2.0,1,4,26,77,3,33.0,1,1,1,5
1,15,4,7,3,2,73,110,0,3,1,2,0,4,10,2,5,5,2.0,4,4,26,110,3,22.0,1,2,2,5
1,15,4,7,3,2,73,110,0,3,1,2,0,4,10,2,5,5,2.0,4,3,26,110,6,24.0,1,0,2,5
1,27,4,7,3,2,99,110,0,3,1,2,0,4,10,2,9,5,2.0,4,0,26,131,3,20.0,1,2,2,14
1,27,4,7,3,2,99,110,0,3,1,2,0,4,10,2,9,5,2.0,4,4,26,31,3,41.0,1,0,2,14
1,39,7,7,3,2,71,110,0,3,0,2,0,4,10,2,9,1,1.0,4,4,26,31,3,41.0,1,0,2,14
1,39,7,7,3,2,71,110,0,3,0,2,0,4,10,2,9,1,1.0,4,1,26,131,3,41.0,1,0,1,16
1,51,1,7,3,2,165,226,0,3,0,2,0,4,10,2,9,1,1.0,4,1,26,131,3,41.0,1,0,1,16
1,51,1,7,3,2,165,226,0,3,0,2,0,4,10,2,9,1,1.0,4,3,26,44,3,41.0,1,0,1,16
1,64,2,7,3,2,294,35,0,3,1,2,1,4,10,0,9,5,1.0,4,3,26,44,3,41.0,1,0,1,16
1,64,2,7,3,2,294,35,0,3,1,2,1,4,10,0,9,5,1.0,4,3,26,46,6,32.0,1,0,2,16
1,75,7,7,3,2,204,220,0,3,0,2,0,4,9,1,6,3,2.0,0,3,26,167,7,35.0,1,0,2,10
1,75,7,7,3,2,204,220,0,3,0,2,0,4,9,1,6,3,2.0,0,4,26,123,5,24.0,1,2,2,10
1,75,7,7,3,2,204,220,0,3,0,2,0,4,9,1,6,3,2.0,0,4,26,123,5,24.0,1,2,2,10
1,87,3,7,3,2,486,136,0,3,1,2,1,3,9,1,8,3,2.0,0,4,26,15,5,33.0,1,2,2,9
1,87,3,7,3,2,486,136,0,3,1,2,1,3,9,1,8,3,2.0,0,2,26,31,5,53.0,1,2,2,9
1,87,3,7,3,2,486,136,0,3,1,2,1,3,9,1,8,3,2.0,0,2,26,31,5,53.0,1,2,2,9
1,99,2,7,3,2,269,61,0,3,1,2,2,4,9,1,5,3,2.0,0,0,26,123,5,19.0,1,2,2,4
1,99,2,7,3,2,269,61,0,3,1,2,2,4,9,1,5,3,2.0,1,5,6,123,5,28.0,1,2,2,4
1,99,2,7,3,2,269,61,0,3,1,2,2,4,9,1,5,3,2.0,1,5,6,123,5,28.0,1,2,2,4
1,110,7,7,3,2,212,172,0,3,1,2,0,4,9,1,0,3,2.0,1,5,6,123,5,28.0,1,2,2,4
1,110,7,7,3,2,212,172,0,3,1,2,0,4,9,1,0,3,2.0,0,4,6,31,5,34.0,1,0,2,16
1,110,7,7,3,2,212,172,0,3,1,2,0,4,9,1,0,3,2.0,0,6,26,110,5,25.0,1,0,2,16
1,124,5,7,3,2,36,19,0,3,0,2,0,9,9,1,0,3,2.0,0,6,26,110,5,25.0,1,0,2,16
1,124,5,7,3,2,36,19,0,3,0,2,0,9,9,1,0,3,2.0,3,4,26,110,5,29.0,1,0,2,16
1,124,5,7,3,2,36,19,0,3,0,2,0,9,9,1,0,3,2.0,0,4,26,110,5,44.0,1,0,2,16
1,136,7,7,3,2,636,268,0,3,1,2,0,4,9,1,0,3,2.0,0,0,26,136,5,77.0,2,2,2,14
1,136,7,7,3,2,636,268,0,3,1,2,0,4,9,1,0,3,2.0,4,4,26,37,7,26.0,1,0,2,14
1,136,7,7,3,2,636,268,0,3,1,2,0,4,9,1,0,3,2.0,4,4,26,37,7,26.0,1,0,2,14
1,3,6,7,3,2,73,139,0,3,1,2,2,4,10,2,5,5,2.0,3,4,26,115,3,24.0,1,2,1,15
1,3,6,7,3,2,73,139,0,3,1,2,2,4,10,2,5,5,2.0,3,4,26,115,3,24.0,1,2,1,15
1,3,6,7,3,2,73,139,0,3,1,2,2,4,10,2,5,5,2.0,4,0,26,15,3,30.0,1,2,2,15
1,15,4,7,3,2,73,139,0,3,1,2,0,4,0,2,5,5,2.0,4,3,26,85,3,35.0,1,0,2,5
1,15,4,7,3,2,73,139,0,3,1,2,0,4,0,2,5,5,2.0,4,4,26,31,6,27.0,1,0,2,5
1,28,5,7,3,2,19,139,0,3,6,1,0,4,10,2,6,5,2.0,4,4,26,136,3,41.0,1,1,2,14
1,28,5,7,3,2,19,139,0,3,6,1,0,4,10,2,6,5,2.0,1,1,26,9,3,51.0,1,0,2,14
1,39,7,7,3,2,19,139,0,3,0,2,1,4,10,2,9,5,2.0,1,1,26,9,3,51.0,1,0,2,14
1,39,7,7,3,2,19,139,0,3,0,2,1,4,10,2,9,5,2.0,4,4,26,31,8,39.0,1,1,2,16
1,39,7,7,3,2,19,139,0,3,0,2,1,4,10,2,9,5,2.0,1,1,26,123,3,39.0,1,1,1,16
1,51,1,7,3,2,126,340,0,3,6,2,1,4,10,8,9,5,1.0,1,1,26,123,3,39.0,1,1,1,16
1,51,1,7,3,2,126,340,0,3,6,2,1,4,10,8,9,5,1.0,4,3,26,31,3,35.0,1,0,2,5
1,64,2,7,3,2,36,172,0,3,1,2,1,4,0,2,8,5,2.0,4,3,26,31,3,35.0,1,0,2,5
1,64,2,7,3,2,36,172,0,3,1,2,1,4,0,2,8,5,2.0,4,6,26,85,3,57.0,1,1,2,9
1,64,2,7,3,2,36,172,0,3,1,2,1,4,0,2,8,5,2.0,1,3,26,28,3,53.0,1,1,2,9
1,75,7,7,3,2,243,172,0,1,0,1,0,4,9,8,8,1,1.0,1,4,26,136,5,30.0,1,2,2,16
1,75,7,7,3,2,243,172,0,1,0,1,0,4,9,8,8,1,1.0,1,4,26,136,5,30.0,1,2,2,16
1,75,7,7,3,2,243,172,0,1,0,1,0,4,9,8,8,1,1.0,1,4,26,136,5,30.0,1,2,2,16
1,87,3,7,3,2,476,191,0,1,1,2,1,4,9,1,6,4,2.0,0,6,6,31,5,31.0,1,2,2,14
1,87,3,7,3,2,476,191,0,1,1,2,1,4,9,1,6,4,2.0,0,0,26,123,5,31.0,1,2,2,14
1,87,3,7,3,2,476,191,0,1,1,2,1,4,9,1,6,4,2.0,0,0,26,123,5,31.0,1,2,2,14
1,99,2,7,3,2,407,29,0,3,0,2,0,4,9,1,5,3,2.0,0,3,26,123,5,41.0,1,0,2,4
1,99,2,7,3,2,407,29,0,3,0,2,0,4,9,1,5,3,2.0,0,0,26,164,5,60.0,1,1,1,4
1,99,2,7,3,2,407,29,0,3,0,2,0,4,9,1,5,3,2.0,0,0,26,164,5,60.0,1,1,1,4
1,110,7,7,3,2,36,172,0,3,0,2,2,4,9,1,0,3,2.0,0,0,26,164,5,60.0,1,1,1,4
1,110,7,7,3,2,36,172,0,3,0,2,2,4,9,1,0,3,2.0,0,4,6,31,5,17.0,1,0,2,10
1,110,7,7,3,2,36,172,0,3,0,2,2,4,9,1,0,3,2.0,4,4,26,164,5,32.0,1,0,2,10
1,124,5,7,3,2,506,55,0,3,0,2,0,4,9,0,0,3,1.0,4,4,26,164,5,32.0,1,0,2,10
1,124,5,7,3,2,506,55,0,3,0,2,0,4,9,0,0,3,1.0,4,4,26,110,5,29.0,1,0,1,16
1,124,5,7,3,2,506,55,0,3,0,2,0,4,9,0,0,3,1.0,4,4,26,110,5,29.0,1,0,1,16
1,136,7,7,3,2,470,61,0,3,1,2,0,6,9,1,8,3,2.0,0,3,26,46,7,40.0,1,0,2,9
1,136,7,7,3,2,470,61,0,3,1,2,0,6,9,1,8,3,2.0,0,3,26,151,5,60.0,1,2,2,9
1,136,7,7,3,2,470,61,0,3,1,2,0,6,9,1,8,3,2.0,0,3,26,151,5,60.0,1,2,2,9
1,3,6,7,3,2,93,101,0,3,0,2,0,4,10,2,5,5,2.0,4,4,26,31,3,36.0,1,0,2,5
1,3,6,7,3,2,93,101,0,3,0,2,0,4,10,2,5,5,2.0,4,4,26,31,3,36.0,1,0,2,5
1,3,6,7,3,2,93,101,0,3,0,2,0,4,10,2,5,5,2.0,4,4,26,15,3,25.0,1,2,2,5
1,15,4,7,3,2,358,101,3,3,1,2,1,8,10,2,8,5,2.0,4,3,26,46,6,22.0,1,0,2,9
1,15,4,7,3,2,358,101,3,3,1,2,1,8,10,2,8,5,2.0,1,1,26,123,3,23.0,2,2,2,9
1,28,5,7,3,2,143,143,0,3,0,2,0,4,0,2,8,5,2.0,4,6,26,85,3,20.0,1,2,2,9
1,28,5,7,3,2,143,143,0,3,0,2,0,4,0,2,8,5,2.0,4,3,26,44,6,23.0,1,0,2,9
1,28,5,7,3,2,143,143,0,3,0,2,0,4,0,2,8,5,2.0,4,4,26,44,6,32.0,1,0,2,9
1,40,6,7,3,2,73,61,0,3,1,2,2,4,10,2,9,5,2.0,4,4,26,44,6,32.0,1,0,2,9
1,40,6,7,3,2,73,61,0,3,1,2,2,4,10,2,9,5,2.0,1,1,26,31,3,37.0,1,0,1,10
1,40,6,7,3,2,73,61,0,3,1,2,2,4,10,2,9,5,2.0,4,3,26,46,6,25.0,1,0,2,10
1,51,1,7,3,2,193,278,0,3,1,2,1,4,10,2,9,1,1.0,4,3,26,46,6,25.0,1,0,2,10
1,51,1,7,3,2,193,278,0,3,1,2,1,4,10,2,9,1,1.0,4,4,26,31,3,25.0,2,0,1,16
1,65,7,7,3,2,93,278,0,3,0,2,0,4,10,2,8,5,3.0,1,1,26,31,3,48.0,1,0,1,13
1,65,7,7,3,2,93,278,0,3,0,2,0,4,10,2,8,5,3.0,4,6,26,136,3,27.0,1,1,2,13
1,65,7,7,3,2,93,278,0,3,0,2,0,4,10,2,8,5,3.0,4,4,26,31,8,41.0,1,0,2,13
1,75,7,7,3,2,275,268,0,3,1,2,0,4,9,1,8,4,2.0,0,6,26,15,5,50.0,1,1,2,3
1,75,7,7,3,2,275,268,0,3,1,2,0,4,9,1,8,4,2.0,1,5,26,110,5,50.0,1,1,2,3
1,75,7,7,3,2,275,268,0,3,1,2,0,4,9,1,8,4,2.0,1,5,26,110,5,50.0,1,1,2,3
1,87,3,7,3,2,636,273,0,3,1,2,2,4,9,1,8,3,2.0,1,3,26,136,5,40.0,1,1,2,9
1,87,3,7,3,2,636,273,0,3,1,2,2,4,9,1,8,3,2.0,0,3,26,136,5,37.0,1,1,2,9
1,87,3,7,3,2,636,273,0,3,1,2,2,4,9,1,8,3,2.0,0,3,26,136,5,37.0,1,1,2,9
1,99,2,7,3,2,644,61,0,3,1,2,0,4,9,1,5,3,3.0,0,4,6,15,5,61.0,1,1,2,4
1,99,2,7,3,2,644,61,0,3,1,2,0,4,9,1,5,3,3.0,0,3,25,15,5,32.0,1,0,1,4
1,99,2,7,3,2,644,61,0,3,1,2,0,4,9,1,5,3,3.0,0,3,26,46,7,26.0,1,0,1,4
1,110,7,7,3,2,407,61,0,3,0,2,0,4,9,1,5,1,1.0,0,3,26,46,7,26.0,1,0,1,4
1,110,7,7,3,2,407,61,0,3,0,2,0,4,9,1,5,1,1.0,0,3,26,31,5,31.0,1,0,1,16
1,110,7,7,3,2,407,61,0,3,0,2,0,4,9,1,5,1,1.0,0,3,26,31,5,31.0,1,0,1,16
1,124,5,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,0,3,26,31,5,31.0,1,0,1,16
1,124,5,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,1,3,26,43,5,32.0,1,2,2,4
1,124,5,7,3,2,54,278,0,3,0,2,1,4,9,1,8,3,2.0,0,4,26,85,5,34.0,1,2,2,4
1,136,7,7,3,2,18,276,0,3,0,2,0,4,9,1,8,3,3.0,0,3,26,44,7,68.0,1,0,2,9
